,average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title
1071,$42,1,Houston,Feb-16,"3 bedrooms, 2 full bathrooms, new ac unit, kitchen appliances, a nice patio and large back yard provide lots of opportunities to relax while you are in town! The home is located within 15 miles of downtown, the NRG Stadium (Texans and Superbowl 2017), Toyota Center (Rockets Basketball) Minute Maid Park (Astros baseball), BBVA Compass Stadium (Dynamo Soccer), Galveston Island, the Kemah Boardwalk &amp; Space Center houston. Stop by, you will stay a while.",29.6027526,-95.22688191,JAG Legacy House
1072,$330,1,Houston,Aug-16,"Super Bowl ready - 1 Bedroom / 1 Full Bathroom apartment located in Cinco Ranch Area (West Houston). \n\nWood floors, Granite Countertops,kitchen/living area, Cable/Wifi, Netflix. Property amenities include onsite Gym, Luxury Pool, and indoor Basketball Court and Lounge. Easy travel access (25 minutes to NRG Stadium/Downtown)",29.69938057,-95.78605448,Houston-Super Bowl - 1 Bed / 1 Bath
1073,$39,1,Houston,May-13,"Open ceilings, beautiful contemporary decor, inviting pool with spa. Perfect retreat for the tourist, business professional, Family Vacation. Enjoy the pool, soak in the heated spa. TWO Bedrooms with Queen Beds, full kitchen access, private bathroom with tub and shower, quality towels and linens.",29.88384141,-95.48047558,"Great Location beautiful Home, Pool"
1074,$1850,4,Houston,Jul-14,"Quiet safe neighborhood, with open floor plan featuring plenty of space to entertain friends inside or in the backyard. Kid friendly activities (basketball court in driveway, skateboard, cul de sac with other kids, walking trails, bayou lookout, kid park. In need of a babysitter we can help.",29.60364876,-95.11799139,SuperBowl Ready Home in Clearlake
1075,$1600,4,Houston,Jun-16,"My place is close to the airport, family-friendly activities, and nightlife. You‰Ûªll love my place because of Space and location, 15 Minutes to downtown!. My place is good for couples, business travelers, families (with kids), and furry friends (pets).",29.92420589,-95.16786057,Spacious and Comfortable
1076,$91,0,Houston,May-14,"This cozy downtown loft is close to GRB Convention Center, Minute Maid, BBVA Compass stadium, Discovery Green, Toyota Center and more! You will love being close to so many things that Houston has to offer and enjoy the trendy area with a cozy homey feel.",29.74980197,-95.35505056,Cozy Downtown Loft - Walk to GRB!
1077,$110,1,Houston,Mar-16,"Brand new apartment building with all new furniture. In the heart of downtown Houston close to the Toyota center. Smart TV in living room with Cable, Netflix and YouTube. TV in bedroom. Wifi as well! Recliners lay flat like bed. Coffee machine in lobby",29.74962172,-95.36718169,Modern 1 bedroom downtown
1078,$62,1,Houston,Mar-15,The is a completely private apartment above our house. Complete kitchen and bath. The bath is completely renovated with slate throughout. Rain shower and hand held shower. Private deck with beautiful views! \n7 Miles to SUPER BOWL NRG STADIUM!\n3 MILES FROM HOBBY!,29.69065169,-95.26650747,Woody Loft!
1079,$110,1,Houston,Apr-12,"My apartment is in a newly built building completely furnished with granite counter tops, a garden tub, and a full size washer and dryer. \n\nThis location is PERFECT for anyone visiting Houston. It is located right next to the metro rail, which can get you to NRG Stadium, George R. Brown Convention Center, Toyota Center, Discovery Green, Eastdowntown, Minute Maid park, Dynamo Stadium, Rice Village, Memorial Herman Park, Museum District, Medical Center, and the University of Houston.",29.7375264,-95.37937803,Beautiful Luxury Apartment in Central Location!
1080,$50,1,Houston,Sep-15,"My place is close to NRG stadium (football) , Medical Center, the city center, parks, art and cultural museums. You‰Ûªll love my place because of Great location easy access and close to public transportation we also provide everything to make yourself home. \nMy place is good for couples, solo adventurers, business travelers, families and shoppers.",29.67807222,-95.41647711,"‰÷ÉComfortable Aptm, Couple'sGetaway NearDowntown."
1081,$30,1,Houston,Jul-16,"My place is close to NASA SPACE CENTER, Gulf Of Mexico, Lakes, Water Sports, Restaurants, Nature Center, Large Shopping Malls, Dog Races, Private Beaches, Restaurants On The Water, Boat Cruises on the Lake, Fishing, Outdoor Live Music, Boardwalks. My place is good for couples, solo adventurers, and business travelers.",29.54706887,-95.09048261,Your home near the shore.
1082,$77,2,Houston,Feb-17,"This is not a private rental. We actively live in our home and invite you to join us. Our home is a traditional 2-story with the bedrooms on the second floor, 14 steps up. Many rooms have color. They are not cookie cutter boring beige. One bedroom with two twin beds is pink and the other bedroom with a queen bed is blue. Each sleeps two people. The colors are tactful and tastefully done. Use the house and make it yours. The neighborhood is very well taken care and is a beautiful place to stay.",30.03943413,-95.22547735,Sleeps 4. NE Houston 20 minutes from Bush Airport.
1083,$135,2,Houston,Jan-17,"Absolutely gorgeous 2 bedroom condo in a gated community the Med Center. Full privacy, you have the condo all to your self. Approximately a mile from NRG stadium and the Med Center. Walking distance to Metro rail. Very tastefully furnished with contemporary furniture. Cable available. Fast internet. Access to Tennis court, swimming pool and club house.",29.68616109,-95.39116015,2 BR private condo - close to the Med Center/NRG
1084,$50,1,Houston,Nov-16,"Beautiful, sunny and clean private room with en suite bathroom and closet. The room is furnished with full size bed, writing desk, dresser for extra storage as well as nightstand. Additionally, the room has a mini fridge, microwave &amp; coffee maker. There is a private entrance so you can come and go as you please. You will be provided with clean towels, toiletries and fresh sheets as well as any other need you may have (hair dryer, iron, etc.).",29.75594634,-95.34775083,EaDo Private Room w/Private Bath & Entrance
1085,$299,2,Houston,Mar-15,"Luxury mediterranean 3500 sq ft townhome. Secluded with Plenty of space perfect for the traveling business man or woman, family friendly with pool, and lots of entertainment surrounding the home.",29.56203267,-95.07469886,Mediterranean Townhome
1086,$85,1,Houston,May-16,"Our apartment is centrally located in the popular, historic Houston Heights. We are minutes from NRG stadium, museum district, Galleria, Midtown and downtown. Great restaurants, bars, and coffee shops within walking distance (check out reviews from our guests)! Private entrance. You're welcome to use the backyard pool. Kitchen has all cooking essentials including beverages, coffee, and basic breakfast items. Perfect for business travelers, couples or a friends weekend!",29.78454621,-95.38534717,Private poolside apt in Heights/5 min to downtown
1087,$41,1,Houston,Dec-15,"My home is located in EaDo (East Downtown) on the corner of US59 and Interstate 10. It is 5 minutes away from downtown bars, Minute Maid Park, Toyota Center, and 10 minutes from Midtown eateries and bars in an Uber.",29.76697276,-95.33806569,EaDo Townhome in Gated Community
1088,$62,0,Houston,Mar-15,"Sweet deal! Small, beautifully decorated efficency apt. above our detached garage on 1 acre landscaped lot. Completely private! Very quiet. Wifi, Roko tv. Queen bed, Rain Shower/bathtub. \n12 min-hobby airpot\n13 min- downtown\n20 min- galleria mall\n7 Miles to SUPER BOWL NRG STADIUM!",29.69300158,-95.26477971,Sweet Retreat!
1089,$60,1,Houston,Aug-12,Come enjoy my one bedroom apartment in a 1935 Arts &amp; Crafts Bungalow Duplex on the up-and-coming East Side of Houston!,29.7226484,-95.32643951,Adorable Apartment -Historic Duplex
1090,$60,1,Houston,Feb-16,"Beautiful private house apartment with keypad entry. \n1 bedroom duplex for exclusive use of my Airbnb guests. \nI live in main house.\n\nQueen bed and 2 twin beds to accommodate 4.\n\nUber and Lyft access.\n\nDriving distance- \n10 min to Space Center NASA, Hobby Airport, Pearland, Baybrook Mall, ClearLake, Webster, Friendswood\n20 min to Downtown, NRG\n30 min to Kemah, Galveston, Texas City\n45 min to IAH Bush International Airport\n\nUber code 2MLGC for $20 credit first time drivers.\nLyft code - MAP832",29.60527206,-95.22059142,Spacious private house apartment
1091,$85,1,Houston,Oct-16,"Located amid the live oaks of revitalized Midtown, bounded by Downtown Houston, Montrose, and the Museum District. Location, Location, Location! Very walkable!\nMy place is close to Downtown, Montrose, Medical Center, Museum District, the best cafes and shops, and the light rail. It is only 5 miles from the galleria area. You‰Ûªll love my place because of the 10' high ceilings, the location, and the views. It is great for couples, solo adventurers, and business travelers. Total square feet is 650.",29.74927451,-95.38110652,Midtown Pied-a-Terre (#3110)
1092,$75,1,Houston,Jul-16,"Stylish, cozy, comfortable 1 bedroom 1 bathroom condo centrally located inside the loop. Experience gracious hospitality and much needed respite in the heart of Houston, Texas, Greenway Plaza and Galleria area. \n\nLocated inside the Inner Loop and convenient to Downtown, Medical Center, University of Houston, &amp; Rice University.",29.73729361,-95.43752236,Chic Condo near Greenway/Galleria with Pool
1093,$80,1,Houston,May-14,"Chic &amp; spacious; 1 bedroom warehouse apartment - Walking distance to Toyota Center, Discovery Green, GRB Conference Center, MinuteMaid, Warehouse &amp; BBVA stadium. Metro rail to Medical Center &amp; NRG. Perfect for a getaway or for a downtown work stint. Secure undercover car parking space for one vehicle under the building.",29.75213434,-95.35347489,Downtown Houston - Clean & Secure with Parking
1094,$67,1,Houston,Dec-12,My place is good for solo adventurers and business travelers.,29.57030491,-95.12755655,Thomas Home
1095,$93,1,Houston,Nov-16,"Wonderful top notch Apartment in the heart of Houston. Very upscale with amazing surroundings. Minutes from Houston Medical Center, Rice University, U of H, Downtown, NRG Reliant Stadium, Convention Center, Houston Rockets Toyota center, Houston Astros/Minute Maid Park. Close to various attractions like Galleria, restaurants, Herman Park Golf course, Houston Zoo. Very close to major highways and highly secured. My place is good for couples, solo adventurers, business travelers.",29.70200905,-95.39579332,Luxurious Med-Center/Downtown/Midtown Apartment
1096,$70,1,Houston,Feb-16,"Our place is located right in the newly minted art district of Houston! It is next to Washington where all the great restaurants and bars in Houston are. Also, there is a gorgeous view of the Houston skyline from our rooftop deck! You'll get a large bedroom with an attached bathroom for your privacy.",29.77414504,-95.37764661,Single Bedroom w/ Attached Bath And Downtown View
1097,$90,1,Houston,Jan-17,"My place is close to nightlife, the city center, NRG Stadium, gayborhood, family-friendly activities, grocery store, shopping center, public transportation, midtown and restaurants that are open late. You‰Ûªll love my place because of the location, decor, and amenities. Located in one of Houston's most happening neighborhoods, it's wholly accessible to NRG stadium. Additionally, I've never waited for more than a couple of minutes for an Uber to arrive and whisk me away to my destination.",29.73405552,-95.40029763,"Charming 1 Bedroom, 1 Bath Apt."
1098,$27,1,Houston,Apr-16,"My place is in a quiet neighborhood and close to several good restaurants , coffee shops, places to go, and things to do or see. We are located near NASA Space Center, University of Houston, Clear Lake, Kemah Boardwalk, Armand Bayou nature center, Hobby airport and Baybrook Mall. \nDowntown Houston, NRG Stadium and Minute Maid Park are an easy 20 ‰ÛÒ 30 minute drive north of our house. Galveston Island is also less than an hour away.",29.58400686,-95.13627622,Private Bedroom and Bath in Clear lake
1099,$150,3,Houston,Jan-17,"Great location!! Duplex upstairs rental, approx. 1500 sq ft. My daughter, Sophie, and I, Patti, reside downstairs with our two doggies. Centrally located in Houston. Near downtown, Reliant Center, Galleria, Midtown. Kitchen brand new as of 1/25/17. Will appeal to families, groups of friends (whatever age) because Montrose has so much to offer!",29.73907563,-95.40400429,"Patti's Place-MONTROSE, tween Upper Kirby & Midtwn"
1100,$109,1,Houston,Apr-14,"Walking distance to 40+ restaurants, + bars, stores and public transportation. Meticulously restored historic Arts and Crafts house in historic district, this apt is the first floor, study sleeps 2, private entrance and covered parking 30 feet away.",29.74488849,-95.38761629,"MONTROSE / MIDTOWN, 1 bdrm + study "
1101,$29,1,Houston,Apr-16,"BEFORE requesting to book, please send an inquiry by clicking \",29.5888835,-95.13489202,(#2) King Bed & Spacious Living Room
1102,$120,1,Houston,Aug-13,"One bedroom apartment in Houston's Heights. Newly renovated featuring 14' cathedral ceilings, a private entrance, full kitchen, hardwood floors, washer/dryer, saltwater swimming pool, surrounded by luscious gardens.",29.79482494,-95.41773204,Mosaic Apartment in the Heights
1103,$45,1,Houston,Jul-15,"Welcome to our brand new home! You will get the first floor to yourself (including cozy backyard) with access to our modern kitchen, comfy living room, dining room, and a wide-screen smart TV. Enjoy your stay in Houston!",29.81005717,-95.41988889,Greater Heights Home: Private Suite
1104,$50,1,Houston,Apr-15,"My place is good for couples, solo adventurers, business travelers, and furry friends (pets). Driving distance is 30 min away from Galveston 30 mins away from downtown houston , 35 mins away from Reliant stadium . Nasa is less than 10 mins. away .",29.56088909,-95.13371542,The Artist suite.
1105,$175,2,Houston,Nov-14,"Perfectly located. 1-mile from Downtown. 1-mile to the Museum District. Enjoy the urban green space, public art &amp; jogging trail. Baldwin Park is 150-feet from the door-step. Walk to several restaurants, bars, museums &amp; shops. 8-blocks to the METRO-Rail. Professionally clean with no cleaning fee!Relaxing way to enjoy the city...",29.73893455,-95.37294494,Stylish Midtown Townhouse w/ park view
1106,$88,2,Houston,Mar-16,"Less than 10 min to downtown, med center, museums, and all sporting arenas. This listing is a cozy contemporary community of 6 condos. Close to art and culture, restaurants and dining, sight seeing &amp; nightlife! You‰Ûªll love my place because of the ambiance, the outdoors space, the light, and the comfy beds. My place is good for couples, solo adventurers, business travelers, big groups (multiple units available), and furry friends (pets). See House Rules for information on cleaning fee refund.",29.72511386,-95.37387486,Chic Condos-Downtown/Med Ctr (#3 - Upstairs)
1107,$165,2,Houston,Apr-14,"This lovely home is a peaceful getaway within a gated community. It's less than 5 minutes away from the home of the Texan's NRG Stadium. Minutes away from top city attractions: Houston Galleria, Hobby Airport, Medical Center, Museum District, Houston Zoo, and Downtown Houston. Great for uber rides.",29.69001759,-95.33347622,Entire Home-Relaxation Zone Awaits
1108,$95,0,Houston,Jun-14,"Large garage apartment in Houston's coolest neighborhood, The Heights! Complete with queen-sized bed, large couch, mini-fridge, microwave, TV, free wifi, and a coffee maker. Walking distance to some of Houston's best restaurants and bars, walking path and bike path!",29.78154856,-95.39594277,Cute Heights Apt - Walk Everywhere!
1109,$60,1,Houston,Jul-16,"Comfy Queen Size bedroom with access to private courtyard. My place is close to Downtown Houston, stadiums, restaurants, bars, beer garden, convention center. You‰Ûªll love my place because of easy access in and around Houston. My place is good for couples, solo adventurers, business travelers, and furry friends (pets).",29.76613957,-95.33516541,Private Room w/Courtyard by Downtown Houston
1110,$70,2,Houston,Sep-15,"Private spacious townhome in a great location. Close to dining, nightlife, and family-friendly activities. Three TVs with cable, wifi, and Netflix access. Enjoy coffee, tea, &amp; a treat on me! FREE PARKING included!!",29.71870482,-95.37358492,Spacious Townhome in great location
1111,$46,1,Houston,Jun-15,"We have a cozy 1st floor bedroom in our 3 story town home by Baldwin Park in Midtown. The room has a queen bed and a mounted flatscreen with HBO GO, Netflix, and Amazon. There's a full bathroom reserved for guests. Safe, quiet, and it's a 10 minute walk to the rail!\n\nWe can be sometimes flexible with the check-in &amp; check-out times, especially in the weekends. If you have a question, please message us!",29.7396789,-95.37333695,"1st Floor Private Room, Walk to Rail, HBO-GO"
1112,$75,2,Houston,Jul-16,"Welcome to our pride and joy! \n\nThis is a great group spot! Our small home is in an urban setting, but this means we are close to the city! Check out the photos to get a sense of our surroundings.\n\n3 or less miles from rodeo, downtown, medical center, U of H, TSU, Rice Village, you name it!\n\nAcross the street from the grocery store and the drugstore if you need something really quick.",29.69944281,-95.35728876,"Urban gem by NRG, Med ctr, Midtown, and Toyota ctr"
1113,$80,1,Houston,Aug-12,"Lovely apartment situated on a large property (behind host's home), enclosed by a brick wall for privacy and seclusion. Just minutes from Downtown, the Medical Center, NRG, and the Museum District. Close to public transportation (bus and rail). About 12 miles to Hobby airport. Check the Guidebook for recommended shopping and restaurant tips.",29.71578765,-95.3766417,Private garage apartment centrally located
1114,$90,2,Houston,Dec-15,"Our newly constructed, modern two bedroom one bath townhome is conveniently nestled between Reliant, Downtown, &amp; the Med Center. You'll be within a ten min drive of the aforementioned locales. The townhome is in the rear of the primary residence and offers an enclosed garage for one car.",29.71099302,-95.37243297,"Newly Constructed, Spacious, Modern Townhome!!"
1115,$92,0,Houston,Aug-11,"Our place is a cute, light-filled lofted attic studio apartment with a private entrance. Centrally located in a beautiful tree-lined neighborhood in the heart of Houston. One mile from Rice University, the Museum District, and the Medical Center. Close to downtown and Galleria too!",29.72715343,-95.41421762,Attic Loft in the Heart of Houston
1116,$69,0,Houston,Mar-16,"My place is close to \t\nWilliam P. Hobby\n18 min\t9.5 mi\nHouston George Bush Intercontinental\n31 min\t23.5 mi\nParks and Recreation\tDrive\tDistance\nDiscovery Green\n9 min\t2.8 mi\nChildren's Museum of Houston\n10 min\t5.4 mi\nHouston Museum of Natural Science\n12 min\t5.6 mi\nCockrell Butterfly Center\n13 min\t6.0 mi\nHermann Park\n12 min\t6.7 mi\nColleges\tDrive\tDistance\nUniversity of Houston\n8 min\t2.3 mi\n\nUniversity of Houston, Downtown\n11 min\t3.4 mi.",29.73771842,-95.32861856,East Downtown Modern Cabin
1117,$49,1,Houston,Jun-16,"Cozy and quaint 1BD apartment near The Heights. Easy access to I-45, walking distance from hip D&amp;T Drive Inn.",29.8020106,-95.37438848,Charming 1BD Garage Apt
1118,$70,1,Houston,Jul-16,"An Extremely Private Entrance to Space Not Attached to the house. You can walk to the Rail Line which can take you to NRG, the Medical Center and Downtown Houston. Less than a Mile from the Heights which features many quaint shops, great historic houses and some amazing restaurants.",29.78003465,-95.36691812,Extemely Private Space in Downtown Houston
1119,$450,2,Houston,Mar-15,6 people MAX (no exceptions)\nLocation:\nNRG Stadium is 29 mins away (Minimum traffic off 59 n) Close to IAH Airport. (8 miles away)\nApt location is on N. Sam Houston Parkway E. to 3 mi to 59 s continue 15 mi to Tx288 south 610 to NRG\n\nPlenty of restaurants/Stores. Some that are within 2-5 minutes of my Apartment: \nLos Cucos\nDenny's \nChili's\nChina Star\nEgg &amp; I\nMi Rancho\nWingstop\nItaliano's\nPizza Hut\nStarbucks\nLonghorn Steak house\nWalmart\nCVS\nWalgreens\nMarshalls &amp; more....,29.9344083,-95.23270344,2017 Superbowl Rental 2 Bedroom Apt (IAH)
1120,$60,1,Houston,Dec-14,"Casa Luna Del Mar is near Houston -- minutes from NASA, the Kemah Boardwalk, Clear Lake bay for boating and water sports, major shopping areas, and a medical center. It is 30 minutes to historic Galveston, and 1 hour to Houston.",29.55480526,-95.07758276,Casa Luna Del Mar near NASA
1121,$41,1,Houston,Feb-16,"My place is good for couples, solo adventurers, and business travelers. The house is located in the traditional neighborhood of Riverside Terrace, 2 miles away from the Medical Center and 2.2 miles from Downtown. The MetroRail line and most museums are within walking distance. The room is quiet with access to a bathroom shared with a guest from a second room also listed. The owner has a very friendly, medium size dog in the house. Pet friendly guests are welcome.",29.7196695,-95.37430212,"Spacious Suite Near Museums, Med Center & Downtown"
1122,$40,1,Houston,Oct-15,"AVAILABLE FOR SUPERBOWL! Private master bedroom with bathroom, jacuzzi, indoor laundry. Condominium with all the amenities! Walking distance from major hospitals! Easy acces to major highways. Walking distance from NRG STADIUM. Hardwoodfloors. New A/c.",29.69779132,-95.38837693,In the heart of the medical center!
1123,$75,1,Houston,May-15,Centrally located \,29.8070309,-95.36024735,Vagabond Villa
1124,$40,1,Houston,Dec-15,5 minutes from Hobby Airport in a very quiet residential neighborhood. Quick access to downtown.,29.66604191,-95.29609022,Near Hobby Airport
1125,$85,1,Houston,Oct-16,"Located amid the live oaks of revitalized Midtown, bounded by Downtown Houston, Montrose, and the Museum District. Location, Location, Location! Very walkable!\nMy place is close to Downtown, Montrose, Medical Center, Museum District, the best cafes and shops, and the light rail. It is only 5 miles from the galleria area. You‰Ûªll love my place because of the high ceilings, the location, and the views. It is great for couples, solo adventurers, and business travelers. Total square feet is 840.",29.74941073,-95.37936007,Modern Montrose Apartment (3206)
1126,$49,1,Houston,Feb-17,"Private room with single bed and shared bath in beautiful home located at the heart of Clear Lake City, where Space Center Houston and Johnson Space Center resides. The house is 20 minutes from downtown Houston, near the relaxing water of Galveston Bay. This thriving community offers many amenities for business, families: fishing, boating, recreations: annual ballunar liftoff festival, Kemah boardwalk, Space Center of Houston, Armand Bayou wild life park.",29.58337727,-95.11138374,Private room with single bed in Clear Lake City
1127,$77,1,Houston,Jan-17,Located in downtown! Walking distance from a wide selection of restaurants and night life. Local transportation is one block from the apartment. There is one free parking spot located in the parking garage.,29.7507298,-95.36696245,Downtown High-Rise Apartment
1128,$45,2,Houston,Dec-16,"Just an update: this place cannot be rented for parties. \nVery nice 2 bedrooms available in a 3 bedroom home. Bedrooms have a lot of privacy just off to the right as you enter the house with a private bathroom only for guests.\nThis house is close to everything, yet in e very serene area with a park like setting as you can appreciate in the pictures. It is only 5 minutes to Reliant park, and 10 minutes to the Medical Center, Downtown or The Galleria Mall.",29.66846722,-95.36967911,Two bedrooms in centrally located gorgeous home.
1129,$45,1,Houston,Jan-17,"YOU WILL LOVE IT. Safety, Convenience, Comfort, and Cost-Effective! One of the MOST affordable short-term medical housing.\n\nThis is an Updated furnished 2 bedrooms and 2 bathrooms condo apartment with modern furnishings. Each private bedroom has it's own LOCK and bathroom in the bedroom suite so there is NO sharing with the other bedroom or another guest. Kitchen is furnished with all basic appliances, silverwares, cook wares, plates, bowls, glasses, etc.\n\nGreat for School, business &amp; interview",29.6882863,-95.39359498,Texas Medical Center 2 BedRoom 2 BathRoom - Room 2
1130,$59,1,Houston,Feb-17,"Private room with full bed and share bath in beautiful home located at the heart of Clear Lake City, where Space Center Houston and Johnson Space Center resides. The house is 20 minutes from downtown Houston, near the relaxing water of Galveston Bay. This thriving community offers many amenities for business, families: fishing, boating, recreations: annual ballunar liftoff festival, Kemah boardwalk, Space Center of Houston, Armand Bayou wild life park.",29.58425326,-95.11222404,Private room in Clear Lake with Full Size bed
1131,$80,1,Houston,Aug-12,"Lovely apartment situated on a large property (behind host's home), enclosed by a brick wall for privacy and seclusion. Just minutes from Downtown, the Medical Center, NRG, and the Museum District. Close to public transportation (bus and rail). About 12 miles to Hobby airport. Check the Guidebook for recommended shopping and restaurant tips.",29.71578765,-95.3766417,Private garage apartment centrally located
1132,$425,3,Houston,Aug-16,"Waterfront Home Riverfront Home \nThe property is close to the airport, the city center, parks, art and culture, and public transport. You‰Ûªll love my place because of the River Water sports outdoors, the neighborhood, Boating kayaking, the comfy beds, is Banana Bend San Jacinto River, great views, nearby beach, nightlife, family-friendly activities, restaurants and dining. My place is good for couples, solo adventurers, business travelers, sports enthusiasts families (with kids), Pet friendly.",29.8283886,-95.08259982,Waterfront Riverfront Home
1133,$450,3,Houston,May-16,"We are centrally located between Houston &amp; Galveston. Also included is a fishing trip with my husband (certified fishing guide- $600 value) or just a boat ride to dinner!\n\nReliant Stadium - 25 minutes\nGalveston - 40 minutes\nGalleria - 35 minutes\nBaybrook Mall - 10 minutes\nKemah Boardwalk - 25 minutes\nNasa - 15 minutes\n\nGuests will have the upstairs to themselves. There are 3 bedrooms - 1 full bed, 1 pull out couch, a full bath and a game room. We also have a space outside to hang out/BBQ!",29.58834076,-95.14573829,Central Location- Guided Fishing Trip Included!!!
1134,$250,4,Houston,Jan-14,"Spacious and elegant home fits 12 people comfortably, or 14 if our air mattress is requested, for overnight accommodations.",29.8101996,-95.16837858,4 BR Large Home 15 min 4m Downtown
1135,$50,1,Houston,Feb-14,"Eclectic, vintage style condo across the from the White Oak Bayou and downtown destinations (5 min max)! Comfy queen sized bed in private room with shared bathroom. Perfect for a couple on a city getaway!",29.78308152,-95.37331246,Vintage Charm Guest Room in Heights
1136,$109,1,Houston,May-16,"Vibrant &amp; spacious 1 bed, 1.5 baths loft; 12 feet ceiling, polished concrete floor with direct access to common courtyard. This immaculate loft is located next to the BBVA and within blocks to the Toyota Center, Discovery Green, GRB Conference Center, Minute Maid Park, Marriott Marquis, Downtown (Hilton, 4 Seasons, House of Blue) and blocks from the Metro Rail to Medical Center and NRG stadium. The condo also comes with 1 garage parking spot and Comcast cable and internet.",29.75141667,-95.3545493,"Immaculate EADO loft -Walk to GRB,Toyota & MinuteM"
1137,$35,1,Houston,Jan-17,"2 bedroom 2.5 bath Townhome with garage in Houston near I45 and the Beltway. WiFi, cable TV and access to kitchen and living area. Smoking allowed on patio.",30.01932507,-95.4705955,2 bedroom Townhome in Houston
1138,$90,1,Houston,Jan-14,"Central, cozy heights home ready for your Houston stay. This six hundred sq.ft one bed one bath home is perfect for one or two, but can accommodate up to four guests. Home includes stocked kitchen, with everything you need to cook, BBQ pit, and bicycles for the local riding trails. Off street parking for one car. Nice quite part of the Heights.",29.78770561,-95.40521078,Petite Heights Home!
1139,$100,1,Houston,Jan-17,"Waterfront home with a beautiful room and private bathroom on ground floor of home. Home adjacent to bird sanctuary and park. Minutes away from NASA and Space Center Houston, Kemah Boardwalk and within 30 minutes drive from Downtown Houston, NRG Stadium Complex and Galveston Island. Room accommodates 1 - 2 people. Coffee and tea provided in the morning.",29.53697472,-95.0851601,Room On The Water
1140,$55,1,Houston,Mar-16,"This charming apartment provides privacy and enough space for 4 people. With private, separate access to the space, you'll have 580 square feet of affordable luxury. There is a stackable washer and dryer and full kitchen available for use as well as a private bedroom and bathroom. For entertainment, feel free to browse a selection of DVDs, stream over Chromecast, or watch TV. Wifi is available and ready for use!",29.73392109,-95.32355827,Private apartment in EaDo/Eastwood
1141,$60,1,Houston,Feb-16,Cozy apartment with full amenities,29.56800331,-95.10970122,Caesar's bedroom
1142,$22,1,Houston,Apr-15,This room is the new edition to the house. Brand new awesome therapeutic\nbed with a new flat television with cable and movie channels. Nice clean kitchen with a nice relaxing backyard and good for grilling too.Guest must add a photo b4 reservation.\nI have another Airbnb Listing: https://www.airbnb.com/rooms/6164806,29.80007124,-95.35107911,Fabulous and new room with backyard
1143,$80,1,Houston,May-16,"Charming Victorian bungalow in the heart of the historic Houston Heights. Inside the 610 loop and within 15 minutes drive of downtown, the Galleria, the Museum district, and Rice and St. Thomas Universities. 5 minutes from the nightlife of Washington Ave. This is a completely private accommodation. Guests have their very own 1 bedroom apt of 600 sq ft. Access to the property is through an automatic driveway gate to fenced, covered parking.",29.79854887,-95.40033172,One bedroom apt in Heights Victorian bungalow
1144,$84,1,Houston,Aug-14,"You can't beat this location! Walking distance to great midtown restaurants/nightlife, Downtown, Football Stadium and Med Center(via nearby public transit rail or bus), gym, cafes and area parks. Private, cozy room with private bathroom and private patio/entry.\n\nGeneral check in is 2 pm and check out is 11 am. However, we are very flexible and accommodating depending on arriving and departing guests' schedules. If you have any special check in or check out requests, do not hesitate to ask!",29.74759601,-95.37971627,The Heart of Midtown
1145,$60,1,Houston,Aug-15,"The private room available is in a townhome in EaDo and is within walking distance to the new rail and bike trail for easy access to downtown, medical center, Rice University, and Midtown. Rooftop deck and gated community with public parking avail.",29.75561922,-95.34945333,"Private BR(1), Modern Townhome, in DownTown"
1146,$45,1,Houston,Mar-12,"Luxurious living at an unbeatable price. Enjoy unparalleled views of Houston's Skyline, high end amenities, and prime access to the best spots in the city.",29.75306003,-95.36827789,Luxury Condo Downtown Houston
1147,$25,0,Houston,Mar-16,"Our cozy Eastwood studio apartment will give you all the necessities you need for a quick stay - Perfect for travelers or visiting students! Private room with bathroom, wifi, fridge, and lighted separate access to unit",29.73350203,-95.32196865,Cozy studio in EaDo/Eastwood
1148,$60,1,Houston,Mar-17,"This condo is a one bedroom, one bath and is located minutes from NASA and the Kemah boardwalk. Some amenities included in your booking:\n\n-Two parking spaces\n-Wifi\n-3 TVs equipped with Hulu and Netflix \n-Full kitchen \n\nDining space has been converted to a loft style room, so if you have a child traveling with you, this area is perfect for them (my daughter loves it!). It has a twin sized bed that they need to crawl a small ladder to get to. \nThe master bedroom has a full mattress.",29.54050235,-95.09751076,Cozy Waterfront Condo near NASA
1149,$50,1,Houston,Feb-15,"Great location , new home construction, close to Downtown, Midtown, Washington ave, The Heights, half mile from the light rail.",29.77584831,-95.3639174,Skyline Loft
1150,$45,1,Houston,Sep-16,"We would love to host your stay in Houston! The Mercedes-Benz Forest River RV is surprisingly spacious, allowing a comfortable and affordable stay in the charming Heights neighborhood surrounded by 1940 bungalow homes along with new construction of New Orleans style homes. It's also a very fun and private space!",29.81013483,-95.38581715,A different cozy stay in the Heights
1151,$81,1,Houston,Oct-16,"The guest house is located on the second floor with a HUGE shared outdoor back patio ideal for relaxing readings or breakfast. The guest house has 1 queen bed, a large kitchen and a comfortable sofa bed for 2 persons. The apartment is completely furnished and has free Wifi connection.",29.75484482,-95.38913101,Charming newly renovated guest house in Montrose
